book_in_date,date_of_birth,gender,country_of_citizenship,detention_facility,apprehension_method,most_serious_conviction,year,month,day,state
2012-10-25,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,25,WA
2012-10-25,"(b)(6),(b)(7)c)",Male,SOMALIA,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,25,WA
2012-10-25,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,10,25,OR
2012-10-25,"(b)(6),(b)(7)c)",Male,ITALY,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,25,WA
2012-10-25,"(b)(6),(b)(7)c)",Male,INDIA,NORTHWEST DET. CENTER,Patrol Border,NA,2012,10,25,WA
2012-10-25,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,10,25,OR
2012-10-25,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,Non-Custodial Arrest,NA,2012,10,25,WA
2012-10-25,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,25,WA
2012-10-25,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,10,25,OR
2012-10-25,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,25,WA
2012-10-25,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,25,WA
2012-10-25,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,25,WA
2012-10-25,"(b)(6),(b)(7)c)",Female,INDIA,NORTHWEST DET. CENTER,Patrol Border,NA,2012,10,25,WA
2012-10-25,"(b)(6),(b)(7)c)",Male,MEXICO,MEDFORD SUB-OFFICE,CAP Local Incarceration,NA,2012,10,25,OR
2012-10-25,"(b)(6),(b)(7)c)",Male,GUATEMALA,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,25,WA
2012-10-25,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,25,WA
2012-10-25,"(b)(6),(b)(7)c)",Male,MEXICO,UMATILLA CO JAIL,CAP Local Incarceration,NA,2012,10,25,OR
2012-10-25,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,10,25,OR
2012-10-25,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,25,WA
2012-10-25,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,25,WA
2012-10-25,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,25,WA
2012-10-25,"(b)(6),(b)(7)c)",Male,GUATEMALA,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,25,WA
2012-10-25,"(b)(6),(b)(7)c)",Female,TAIWAN,NORTHWEST DET. CENTER,Inspections,NA,2012,10,25,WA
2012-10-25,"(b)(6),(b)(7)c)",Female,CANADA,SEATTLE FIELD OFFICE HOLD ROOM,CAP State Incarceration,NA,2012,10,25,WA
2012-10-25,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,Non-Custodial Arrest,NA,2012,10,25,WA
2012-10-25,"(b)(6),(b)(7)c)",Male,CUBA,SEATTLE FIELD OFFICE HOLD ROOM,CAP State Incarceration,NA,2012,10,25,WA
2012-10-25,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA COUNTY,Located,NA,2012,10,25,WA
2012-10-25,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,25,WA
2012-10-25,"(b)(6),(b)(7)c)",Male,MOLDOVA,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,25,WA
2012-10-25,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,25,WA
2012-10-25,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,10,25,OR
2012-10-25,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,10,25,OR
2012-10-26,"(b)(6),(b)(7)c)",Male,GUATEMALA,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,NORTHERN OREGON CORR.FAC.,CAP Local Incarceration,NA,2012,10,26,OR
2012-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,10,26,OR
2012-10-26,"(b)(6),(b)(7)c)",Male,INDIA,YAKIMA SUB-OFFICE,Patrol Border,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Female,MEXICO,EUGENE HOLDROOM,CAP Local Incarceration,NA,2012,10,26,OR
2012-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Female,SOUTH KOREA,NORTHWEST DET. CENTER,Inspections,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Female,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Federal Incarceration,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,NORTHERN OREGON CORR.FAC.,NA,NA,2012,10,26,OR
2012-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,10,26,OR
2012-10-26,"(b)(6),(b)(7)c)",Female,INDIA,YAKIMA SUB-OFFICE,Patrol Border,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,10,26,OR
2012-10-26,"(b)(6),(b)(7)c)",Male,EL SALVADOR,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA COUNTY,CAP Local Incarceration,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,10,26,OR
2012-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA COUNTY,CAP Local Incarceration,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,EUGENE HOLDROOM,CAP Local Incarceration,NA,2012,10,26,OR
2012-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Male,GUATEMALA,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Male,AUSTRIA,NORTHWEST DET. CENTER,Inspections,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Male,SOMALIA,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Female,INDIA,YAKIMA SUB-OFFICE,Patrol Border,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,10,26,OR
2012-10-26,"(b)(6),(b)(7)c)",Male,HONDURAS,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,UMATILLA CO JAIL,CAP Local Incarceration,NA,2012,10,26,OR
2012-10-26,"(b)(6),(b)(7)c)",Male,INDIA,YAKIMA SUB-OFFICE,Patrol Border,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA COUNTY,CAP Local Incarceration,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Male,FRANCE,NORTHWEST DET. CENTER,Inspections,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Male,INDIA,YAKIMA SUB-OFFICE,Patrol Border,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP State Incarceration,NA,2012,10,26,OR
2012-10-26,"(b)(6),(b)(7)c)",Female,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Federal Incarceration,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,EUGENE HOLDROOM,CAP Local Incarceration,NA,2012,10,26,OR
2012-10-26,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,26,WA
2012-10-26,"(b)(6),(b)(7)c)",Male,SAUDI ARABIA,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,10,26,OR
2012-10-27,"(b)(6),(b)(7)c)",Male,INDIA,NORTHWEST DET. CENTER,Inspections,NA,2012,10,27,WA
2012-10-27,"(b)(6),(b)(7)c)",Male,MEXICO,NORTHWEST DET. CENTER,CAP Local Incarceration,NA,2012,10,27,WA
2012-10-27,"(b)(6),(b)(7)c)",Male,INDIA,NORTHWEST DET. CENTER,Inspections,NA,2012,10,27,WA
2012-10-27,"(b)(6),(b)(7)c)",Female,BRAZIL,NORTHWEST DET. CENTER,Patrol Border,NA,2012,10,27,WA
2012-10-29,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,10,29,OR
2012-10-29,"(b)(6),(b)(7)c)",Male,MEXICO,EUGENE HOLDROOM,CAP Local Incarceration,NA,2012,10,29,OR
2012-10-29,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,29,WA
2012-10-29,"(b)(6),(b)(7)c)",Male,VIETNAM,SEATTLE FIELD OFFICE HOLD ROOM,NA,NA,2012,10,29,WA
2012-10-29,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP State Incarceration,NA,2012,10,29,OR
2012-10-29,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,29,WA
2012-10-29,"(b)(6),(b)(7)c)",Male,MEXICO,EUGENE HOLDROOM,CAP Local Incarceration,NA,2012,10,29,OR
2012-10-29,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,29,WA
2012-10-29,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,29,WA
2012-10-29,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,10,29,OR
2012-10-29,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,29,WA
2012-10-29,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,29,WA
2012-10-29,"(b)(6),(b)(7)c)",Male,MEXICO,EUGENE HOLDROOM,CAP Local Incarceration,NA,2012,10,29,OR
2012-10-29,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,10,29,OR
2012-10-29,"(b)(6),(b)(7)c)",Male,EL SALVADOR,NORTHWEST DET. CENTER,Other Agency (turned over to INS),NA,2012,10,29,WA
2012-10-29,"(b)(6),(b)(7)c)",Male,MEXICO,EUGENE HOLDROOM,CAP Local Incarceration,NA,2012,10,29,OR
2012-10-29,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,29,WA
2012-10-29,"(b)(6),(b)(7)c)",Male,BANGLADESH,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,29,WA
2012-10-29,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,29,WA
2012-10-29,"(b)(6),(b)(7)c)",Male,MEXICO,NORTHWEST DET. CENTER,CAP Local Incarceration,NA,2012,10,29,WA
2012-10-29,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA COUNTY,CAP Local Incarceration,NA,2012,10,29,WA
2012-10-29,"(b)(6),(b)(7)c)",Male,MEXICO,EUGENE HOLDROOM,CAP Local Incarceration,NA,2012,10,29,OR
2012-10-29,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,10,29,OR
2012-10-29,"(b)(6),(b)(7)c)",Male,SOMALIA,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,29,WA
2012-10-29,"(b)(6),(b)(7)c)",Male,MEXICO,EUGENE HOLDROOM,CAP Local Incarceration,NA,2012,10,29,OR
2012-10-29,"(b)(6),(b)(7)c)",Male,HONDURAS,SEATTLE FIELD OFFICE HOLD ROOM,Non-Custodial Arrest,NA,2012,10,29,WA
2012-10-29,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,29,WA
2012-10-29,"(b)(6),(b)(7)c)",Male,MEXICO,EUGENE HOLDROOM,CAP Local Incarceration,NA,2012,10,29,OR
2012-10-29,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,10,29,OR
2012-10-29,"(b)(6),(b)(7)c)",Male,JORDAN,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,29,WA
2012-10-29,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,29,WA
2012-10-29,"(b)(6),(b)(7)c)",Male,MEXICO,EUGENE HOLDROOM,CAP Local Incarceration,NA,2012,10,29,OR
2012-10-30,"(b)(6),(b)(7)c)",Male,LITHUANIA,NORTHWEST DET. CENTER,Patrol Border,NA,2012,10,30,WA
2012-10-30,"(b)(6),(b)(7)c)",Male,MEXICO,MEDFORD SUB-OFFICE,Located,NA,2012,10,30,OR
2012-10-30,"(b)(6),(b)(7)c)",Male,GUATEMALA,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,30,WA
2012-10-30,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,30,WA
2012-10-30,"(b)(6),(b)(7)c)",Male,GUATEMALA,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,10,30,OR
2012-10-30,"(b)(6),(b)(7)c)",Male,CANADA,SEATTLE FIELD OFFICE HOLD ROOM,CAP Federal Incarceration,NA,2012,10,30,WA
2012-10-30,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,30,WA
2012-10-30,"(b)(6),(b)(7)c)",Male,EL SALVADOR,COLUMBIA COUNTY JAIL,CAP State Incarceration,NA,2012,10,30,OR
2012-10-30,"(b)(6),(b)(7)c)",Male,INDIA,NORTHWEST DET. CENTER,Patrol Border,NA,2012,10,30,WA
2012-10-30,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,30,WA
2012-10-30,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,10,30,OR
2012-10-30,"(b)(6),(b)(7)c)",Male,UKRAINE,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,10,30,OR
2012-10-30,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,10,30,OR
2012-10-30,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,10,30,OR
2012-10-30,"(b)(6),(b)(7)c)",Male,CAMBODIA,SEATTLE FIELD OFFICE HOLD ROOM,NA,NA,2012,10,30,WA
2012-10-30,"(b)(6),(b)(7)c)",Male,MEXICO,EUGENE HOLDROOM,CAP Local Incarceration,NA,2012,10,30,OR
2012-10-30,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,30,WA
2012-10-30,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,Non-Custodial Arrest,NA,2012,10,30,WA
2012-10-30,"(b)(6),(b)(7)c)",Male,MEXICO,NORTHWEST DET. CENTER,Located,NA,2012,10,30,WA
2012-10-30,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,30,WA
2012-10-30,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,30,WA
2012-10-30,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,30,WA
2012-10-30,"(b)(6),(b)(7)c)",Male,GUATEMALA,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,30,WA
2012-10-30,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,30,WA
2012-10-30,"(b)(6),(b)(7)c)",Male,INDIA,NORTHWEST DET. CENTER,Patrol Border,NA,2012,10,30,WA
2012-10-30,"(b)(6),(b)(7)c)",Male,GERMANY,NORTHWEST DET. CENTER,Inspections,NA,2012,10,30,WA
2012-10-30,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,Located,NA,2012,10,30,WA
2012-10-30,"(b)(6),(b)(7)c)",Male,MEXICO,UMATILLA CO JAIL,CAP Local Incarceration,NA,2012,10,30,OR
2012-10-30,"(b)(6),(b)(7)c)",Female,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,10,30,OR
2012-10-30,"(b)(6),(b)(7)c)",Male,HONDURAS,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,10,30,OR
2012-10-30,"(b)(6),(b)(7)c)",Male,EL SALVADOR,SEATTLE FIELD OFFICE HOLD ROOM,NA,NA,2012,10,30,WA
2012-10-30,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,Other Agency (turned over to INS),NA,2012,10,30,WA
2012-10-30,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA COUNTY,CAP Local Incarceration,NA,2012,10,30,WA
2012-10-30,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,30,WA
2012-10-31,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,31,WA
2012-10-31,"(b)(6),(b)(7)c)",Female,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,10,31,OR
2012-10-31,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,31,WA
2012-10-31,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,31,WA
2012-10-31,"(b)(6),(b)(7)c)",Male,KOREA,PORTLAND DISTRICT OFFICE,NA,NA,2012,10,31,OR
2012-10-31,"(b)(6),(b)(7)c)",Male,MEXICO,EUGENE HOLDROOM,CAP Local Incarceration,NA,2012,10,31,OR
2012-10-31,"(b)(6),(b)(7)c)",Male,UKRAINE,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,31,WA
2012-10-31,"(b)(6),(b)(7)c)",Male,GUATEMALA,JACKSON CO JAIL,CAP Local Incarceration,NA,2012,10,31,OR
2012-10-31,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,31,WA
2012-10-31,"(b)(6),(b)(7)c)",Male,MEXICO,JACKSON CO JAIL,CAP Local Incarceration,NA,2012,10,31,OR
2012-10-31,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,31,WA
2012-10-31,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,31,WA
2012-10-31,"(b)(6),(b)(7)c)",Female,MEXICO,EUGENE HOLDROOM,CAP Local Incarceration,NA,2012,10,31,OR
2012-10-31,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,31,WA
2012-10-31,"(b)(6),(b)(7)c)",Male,GUATEMALA,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,31,WA
2012-10-31,"(b)(6),(b)(7)c)",Male,HONDURAS,SEATTLE FIELD OFFICE HOLD ROOM,Located,NA,2012,10,31,WA
2012-10-31,"(b)(6),(b)(7)c)",Male,MEXICO,MEDFORD SUB-OFFICE,CAP Local Incarceration,NA,2012,10,31,OR
2012-10-31,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,Located,NA,2012,10,31,OR
2012-10-31,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,10,31,WA
2012-10-31,"(b)(6),(b)(7)c)",Male,FRANCE,NORTHWEST DET. CENTER,Inspections,NA,2012,10,31,WA
2012-10-31,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,Other efforts,NA,2012,10,31,OR
2012-10-31,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,10,31,OR
2012-10-31,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,Located,NA,2012,10,31,WA
2012-10-31,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,Non-Custodial Arrest,NA,2012,10,31,WA
2012-10-31,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,31,WA
2012-10-31,"(b)(6),(b)(7)c)",Male,NICARAGUA,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,31,WA
2012-10-31,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,10,31,OR
2012-10-31,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,31,WA
2012-10-31,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,31,WA
2012-10-31,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,10,31,WA
2012-11-01,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,11,1,OR
2012-11-01,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,11,1,WA
2012-11-01,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,11,1,WA
2012-11-01,"(b)(6),(b)(7)c)",Male,MEXICO,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,11,1,WA
2012-11-01,"(b)(6),(b)(7)c)",Male,MEXICO,MEDFORD SUB-OFFICE,CAP Local Incarceration,NA,2012,11,1,OR
2012-11-01,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,11,1,WA
2012-11-01,"(b)(6),(b)(7)c)",Male,INDIA,RED ROOF INN,Patrol Border,NA,2012,11,1,WA
2012-11-01,"(b)(6),(b)(7)c)",Male,PERU,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,11,1,WA
2012-11-01,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,11,1,WA
2012-11-01,"(b)(6),(b)(7)c)",Male,MEXICO,EUGENE HOLDROOM,CAP Local Incarceration,NA,2012,11,1,OR
2012-11-01,"(b)(6),(b)(7)c)",Male,MEXICO,YAKIMA SUB-OFFICE,CAP Local Incarceration,NA,2012,11,1,WA
2012-11-01,"(b)(6),(b)(7)c)",Male,MEXICO,EUGENE HOLDROOM,CAP Local Incarceration,NA,2012,11,1,OR
2012-11-01,"(b)(6),(b)(7)c)",Male,MEXICO,EUGENE HOLDROOM,CAP Local Incarceration,NA,2012,11,1,OR
2012-11-01,"(b)(6),(b)(7)c)",Male,MOLDOVA,SEATTLE FIELD OFFICE HOLD ROOM,CAP Local Incarceration,NA,2012,11,1,WA
2012-11-01,"(b)(6),(b)(7)c)",Male,MEXICO,PORTLAND DISTRICT OFFICE,CAP Local Incarceration,NA,2012,11,1,OR
2012-11-01,"(b)(6),(b)(7)c)",Male,MEXICO,EUGENE HOLDROOM,CAP Local Incarceration,NA,2012,11,1,OR
